지점코드,사업장명,도로명전체주소,소재지전화,좌표정보y(epsg5174),좌표정보x(epsg5174)
484,종합동물병원,"충청남도 당진시 신평면 덕평로 1273, 1층 104호",041-363-6288,374200.3285,178040.7343
485,당진낙협동물병원,충청남도 당진시 합덕읍 남부로 1377,350-8700,369882.7264,176000.296
486,건국동물병원,충청남도 당진시 당진중앙3로 89 (읍내동),,376904.0012,166945.5879
487,정가축병원,충청남도 당진시 당진중앙2로 17-5 (읍내동),,376778.1915,166631.2721
488,백제 가축병원,충청남도 당진시 합덕읍 합덕시장로 188,,367504.9489,179809.0118
489,백 동물병원,충청남도 당진시 무수동로 77 (읍내동),,376440.9896,167557.6235
490,충남 동물병원,충청남도 당진시 운학길 26 (채운동),,376966.0462,166417.8301
491,충청동물병원,"충청남도 당진시 합덕읍 운산로 103, 충청동물병원",,367094.3412,179181.7698
492,거산동물병원,충청남도 당진시 신평면 거산3거리길 4 (거산동물병원),363-2550,375260.9954,177886.7424
493,참 좋은 동물병원,충청남도 당진시 면천면 동문1길 15-4,,368499.7309,170386.8283
494,당진종합 동물병원,충청남도 당진시 무수동로 36 (대덕동),352-6141,376227.2122,167602.5279
495,행담 동물병원,"충청남도 당진시 당진중앙1로 227, 상록서점 (읍내동)",352-8575,377486.6553,167406.0387
496,한울 AHC동물병원,"충청남도 당진시 순성면 순성로 419, 가동",,371350.5975,173636.4754
497,당진축협동물병원,"충청남도 당진시 무수동7길 42, 축협배합사료공장 (읍내동)",041-350-5568,376470.1374,167973.5994
498,현대동물병원,충청남도 당진시 우두로1길 2 (우두동),356-8575,377777.918,167178.1429
499,센트럴동물병원,"충청남도 당진시 당진중앙2로 447 (수청동, 로뎀타워 104동)",041-352-7588,377749.4017,168469.3066
500,제일팜산업동물병원,"충청남도 당진시 대덕1로 125-84 (대덕동, 카이저)",357-1445,375949.524,168423.1988
501,우리동물병원,충청남도 당진시 우강면 면천로 1783,363-0600,367854.9925,180494.2769
502,강한우리동물병원,"충청남도 당진시 우강면 면천로 1783, 1층 2호",,367854.9925,180494.2769
503,김수의과동물병원,충청남도 홍성군 광천읍 홍남로606번길 2,,333735.3424,165698.1099
504,홍성종합동물병원,충청남도 홍성군 홍성읍 의사로43번길 7-5,,344503.6559,170428.7865
505,세종동물병원,충청남도 홍성군 홍성읍 조양로 196,634-1335,344396.5429,170512.5415
506,홍성낙협동물병원,충청남도 홍성군 홍성읍 의사로64번길 32,632-4495,344496.8126,170553.2552
507,충남동물병원,"충청남도 계룡시 엄사면 엄사중앙로 93, 지하 1층",,309841.7644,221634.4016
508,신화,충청남도 서산시 안견로 247-1 (동문동),,364167.9573,151371.8905
509,홍성낙협서산지점,충청남도 서산시 부춘1로 47 (읍내동),667-6171,365088.4378,150418.0423
510,정 동물병원,충청남도 서산시 고운로 329 (잠홍동),,365145.3023,152695.2603
511,로얄동물병원,충청남도 서산시 안견로 256 (동문동),,364194.6705,151285.0863
512,답21동물병원,충청남도 서산시 호수공원12로 13 (예천동),,363557.8898,150635.9557
513,김도균동물병원,충청남도 서산시 음암면 도당큰말길 4,,366616.9859,156869.2309
514,한서동물의료센터,충청남도 서산시 율지6로 42 (동문동),665-7588,364320.3951,151992.6
515,성심동물의료센터,"충청남도 서산시 안견로 312, 서원빌딩 (읍내동)",,364158.2233,150734.0921
516,서산동물병원,충청남도 서산시 예천9로 5-1(예천동),041-667-5525,362958.1038,150979.8256
517,우성농협,충청남도 공주시 우성면 동대리길 78,853-6005,329830.9362,204599.126
518,강북종합,충청남도 공주시 번영1로 54 (신관동),,330162.8437,211964.8372
519,차동물병원,충청남도 보령시 대흥로 77 (대천동),,316784.5769,163172.5246
520,김동물병원,충청남도 보령시 중앙로 105 (대천동),,316822.6625,163347.9044
521,충남동물병원,충청남도 보령시 천북면 홍보로 417-1,935-1455,330505.1323,157371.3515
522,제일동물병원,충청남도 보령시 번영로 30 (대천동),936-7582,316803.1346,163377.8331
523,한우사랑동물병원,충청남도 공주시 사곡면 해월길 50-50,,334695.4549,201398.7491
524,중앙동물병원,충청남도 공주시 웅진로 235 (금성동),041-853-1474,328883.235,211036.0059
525,한울메디벳,충청남도 공주시 우성면 우성길 162,,330708.4294,206993.6998
526,태성동물병원,충청남도 공주시 소학동길 133(소학동),,327482.6874,213400.5214
527,금비동물병원,충청남도 공주시 관골1길 63 (신관동),041-856-8082,330327.4944,212065.9146
528,김신환동물병원,충청남도 서산시 안견로 203 (동문동),,364436.7879,151683.6437
529,여한경,"충청남도 서산시 안견로 190, 서산공용버스터미널 (동문동)",,364605.9904,151602.1238
530,우리,"충청남도 서산시 안견로 231, 전망빌딩 (동문동)",,364212.2975,151535.6693
531,고려동물병원,충청남도 서산시 안견로 263 (동문동),,364134.1731,151230.5385
532,해미성,충청남도 서산시 해미면 남문6로 3,,357045.6824,159148.2965
533,농협 한우개량사업소 가축병원,"충청남도 서산시 운산면 해운로 666, 농협중앙회가축개량사업소별관",041-661-4681,362859.0874,161060.7825
534,노아동물병원,"충청남도 계룡시 엄사면 번영로 56, 1층",,309843.2255,221407.8424
535,신도안동물병원,충청남도 계룡시 엄사면 전원로 8-1,042-841-7533,310000.9333,221634.5705
536,공주동물병원,충청남도 공주시 왕릉로 141-1 (금성동),,329278.755,210917.385
537,충남,충청남도 공주시  웅진로  98-3 (중학동),,327585.2636,211028.0297
538,대관령,충청남도 공주시 웅진로 209 (산성동),,328695.6416,211104.9396
539,이기영,충청남도 공주시 감영길 7 (반죽동),,327999.382,210871.2153
540,신동,충청남도 공주시 공주대학로 23-44 (신관동),,329735.638,212094.3575
541,신흥동물병원,충청남도 홍성군 광천읍 홍남로 664,,333632.1638,166292.3341
542,임창일동물병원,충청남도 홍성군 광천읍 광천로 295,642-2003,333344.1375,166399.4554
543,충남동물병원,충청남도 홍성군 홍성읍 조양로 141,632-7775,344577.5014,170013.5753
544,세종공주축협동물병원,충청남도 공주시 내산목천길 92 (월미동),,332766.4126,208939.5128
545,보령동물병원,충청남도 보령시 한내로 21 (동대동),934-0013,316375.0681,164596.1758
546,홍성낙농협동조합 천북동물병원,충청남도 보령시 천북면 하궁길 13,641-9332,331233.8374,157596.213
547,바른동물병원,충청남도 보령시 명천중앙길 49 (궁촌동),,315785.9568,163824.6495
548,훈 동물병원,충청남도 보령시 동현로 12 (동대동),041-934-0279,316826.2011,164816.6833
549,캐비어동물병원,충청남도 논산시 계백로 1006-3 (취암동),734-8276,300311.9055,207915.8867
550,호크종합동물병원,충청남도 논산시 중앙로398번길 2 (취암동),736-8875,299909.1543,207977.3011
551,피그헬스동물병원,충청남도 논산시 연무읍 득안대로 467,,291623.8066,211542.0258
552,봉 동물병원,충청남도 논산시 부적면 마구평1길 6,,301606.0751,211339.8938
553,데일리동물병원,충청남도 논산시 시민로 417 (취암동),041-734-7511,300103.6263,207688.3089
554,논산계룡축협 동물병원,충청남도 논산시 시민로194번길 1 (내동),,298264.4111,208827.3199
555,비글구조네트워크 동물메디컬센터,충청남도 논산시 벌곡면 검천길 272,,297061.5162,224123.4429
556,해맑은동물병원,"충청남도 천안시 서북구 두정로 142, 오성빌딩 201호 (두정동)",,370246.5778,211744.165
557,펫가든동물병원,"충청남도 천안시 서북구 성정두정로 1, 2층 (성정동, 롯데마트)",563-0075,369462.286,212478.6637
558,백석동물병원,"충청남도 천안시 서북구 백석3로 134, 108호 (백석동,대건플라자)",,368967.0928,211082.5147
559,굿모닝24시동물병원,"충청남도 천안시 서북구 쌍용대로 43 (쌍용동, 진주빌딩)",576-7552,366661.6101,211650.4706
560,한일동물병원,충청남도 예산군 예산읍 역전로 70,332-8275,353818.9782,184696.6906
561,세종팜스,충청남도 공주시 장척로 76 (송선동),,331602.8601,215557.3745
562,천안공주낙농농협동물병원,충청남도 공주시 신덕마을길 5 (신관동),,330491.3199,210763.6135
563,중앙가축병원,충청남도 공주시 웅진로 235 (금성동),,328883.235,211036.0059
564,한길동물병원,충청남도 홍성군 홍성읍 충서로1707번길 337,631-5735,345217.9619,171180.1874
565,신베트,"충청남도 홍성군 홍성읍 법원1길 12, 203호",634-8767,344391.5595,168761.576
566,피그월드 동물병원,"충청남도 홍성군 홍성읍 백월로 86, 102호",633-4287,344071.021,167723.9739
567,강남동물병원,충청남도 홍성군 홍성읍 조양로 190,631-7582,344409.106,170451.6562
568,홍성축협 동물병원,충청남도 홍성군 홍성읍 구항길 389,,343118.4715,167590.5871
569,강영석동물병원,충청남도 홍성군 홍성읍 조양로151번길 25,041-633-4200,344660.8124,170123.3836
570,페트로 동물병원,충청남도 천안시 서북구 성정중4길 3 (성정동),555-1075,369597.6735,211839.8916
571,뿌리동물병원,충청남도 공주시 유구읍 중앙1길 88,,339041.2913,195555.6164
572,논산동물병원,충청남도 논산시 중앙로 504 (대교동),735-3113,300776.0527,207359.4812
573,중앙동물병원,충청남도 논산시 중앙로480번길 42 (반월동),735-3490,300617.1271,207845.9832
574,서동물병원,충청남도 논산시 강경읍 옥녀봉로19번길 38-1,745-4376,295365.3645,201255.9465
575,가나동물병원,충청남도 논산시 연무읍 안심로127번길 11-2,"742-4287,8",292244.8653,208847.1618
576,연산동물병원,충청남도 논산시 벌곡면 대둔로 825-6,,300826.4615,223917.9997
577,충남동물병원,충청남도 논산시 부적면 백일헌로 25,,301593.0369,212887.6652
578,금강축산가축병원,충청남도 논산시 연무읍 안심로 200-1,,292297.3223,207956.3598
579,논산계룡축협 동물병원,충청남도 논산시 시민로194번길 1 (내동),041-730-2200,298264.4111,208827.3199
580,유명동물병원,충청남도 논산시 관촉로 288 (취암동),733-4290,300431.3572,208088.7189
581,우리생명과학동물병원,충청남도 논산시 성동면 원봉길 7,,301089.3384,204830.8026
582,한빛동물병원,"충청남도 천안시 서북구 두정로 114, 102호 (두정동, 두정빌딩)",567-7577,370260.843,211472.5821
583,엔젤동물병원,"충청남도 천안시 서북구 서부대로 412, 1층 (쌍용동)",,366957.5922,211342.8599
584,현대 동물 병원,충청남도 태안군 안면읍 구억말길 18-21,673-1523,335423.2844,141486.0541
585,선 동물 병원,충청남도 태안군 태안읍 환동로 72-2,672-0679,361575.3978,136920.1936
586,태안 동물병원,충청남도 태안군 태안읍 후곡로 111 (진경빌딩 1층),041-675-8275,360809.044,137725.6496
587,최기중 동물병원,충청남도 태안군 태안읍 중앙로 31-2,041-672-0346,361848.1244,136841.0682
588,이창석 동물병원,충청남도 태안군 태안읍 동백로 206,041-675-3378,361433.8295,136859.6501
589,라온 반려 동물병원,"충청남도 태안군 태안읍 중앙로 144, 1층 (동안아파트)",041-675-4675,361217.8026,137775.3347
590,다함동물병원,"충청남도 천안시 서북구 한들2로 8, 1층 101호 (백석동, 정석프라자빌딩)",041-554-0075,369135.569,210536.796
591,한빛동물병원,"충청남도 천안시 서북구 성환읍 종합시장길 31, 1층",,379855.2369,211415.9803
592,웰니스동물병원,충청남도 천안시 서북구 삼성대로 20 (백석동),567-7552,370795.6531,210827.4596
593,불당동물병원,"충청남도 천안시 서북구 검은들3길 48 (불당동, 현대프라자)",041-523-0079,367642.93,209638.155
594,나우동물의료센터,"충청남도 천안시 서북구 동서대로 7, 2층 (백석동, 이현빌딩)",041-555-2575,369209.4127,211028.7004
595,천안모아동물병원,"충청남도 천안시 서북구 불당34길 26, 1층 9,10,11호 (불당동)",041-554-7700,367328.9179,209444.884
596,정다운동물병원,"충청남도 천안시 서북구 불당25로 192, 124호 (불당동, 골든주차타워)",041-557-7553,368547.5121,209653.4805
597,제이동물병원,"충청남도 천안시 서북구 공원로 120, 천안불당2차 중흥s클레스 프라디움레이크 상가3동 103,104호 (불당동)",041-549-7582,365970.9606,208820.7882
598,중앙동물병원,충청남도 청양군 청양읍 칠갑산로 236-2,041-943-2326,327778.022,182228.556
599,정산가축병원,충청남도 청양군 정산면 칠갑산로 1912,041-942-9978,323448.3205,195450.4533
600,종합동물병원,충청남도 청양군 청양읍 칠갑산로 256,041-943-8275,327750.7429,182423.5783
601,지팡이 동물병원,충청남도 청양군 정산면 효자길 35,,323200.7473,195275.6667
602,미래동물병원,충청남도 청양군 청양읍 문화예술로 109,041-942-7062,327589.9556,181825.5795
603,나무동물병원,경기도 여주시 청심로 17-7 (하동),031-885-7475,422310.74,255103.705
604,안양축협동물병원,"경기도 안양시 만안구 안양로 374-1, 3층, 지하층 (안양동)",031-443-3841,433624.7221,192570.5584
605,형제동물병원,"경기도 안양시 만안구 안양로 212 (안양동, 태신주상복합)",031-446-7575,,
606,한빛동물병원,"경기도 안양시 동안구 흥안대로 110, 1층,지층 (호계동)",031-429-7575,429751.1758,196113.5408
607,건국동물병원 (출장진료 전문),경기도 평택시 청북읍 율북로 13,665-7763,394471.6848,198358.2365
608,한호동물병원,"경기도 평택시 송탄로 200, 1층 (서정동)",031-611-5736,395549.8335,205143.4303
609,제갈동물병원 (출장진료 전문),경기도 평택시 청북면 율북로 13,665-0376,394471.6848,198358.2365
610,보람동물병원,경기도 평택시 고덕면 동청1길 35,031-668-9935,394811.6167,200505.4026
611,맥동물병원,경기도 평택시 평택로 80 (평택동),657-1062,388052.9408,207485.1999
612,이모란동물병원,"경기도 평택시 평택로 17, 1층 104호 (평택동, 롯데인벤스 스카이)",655-1101,387444.1961,207845.6552
613,필립동물병원,경기도 평택시 지산로 34 (지산동),611-1766,397470.1263,205148.3879
614,믿음동물병원(출장진료 전문),경기도 평택시 문화촌로11번길 51-11 (비전동),654-2505,388454.625,209985.536
615,PET25시동물병원,경기도 평택시 평택로 69 (평택동),655-6941,387938.6859,207516.742
616,진선동물병원,경기도 오산시 성호대로 36 (오산동),031-374-4644,405254.8806,205721.881
617,오산동물병원,경기도 오산시 성호대로 108 (원동),031-377-7582,405201.8144,206439.0862
618,원 종합동물병원,경기도 오산시 대원로 37-1 (원동),031-374-1175,404971.8193,206382.3625
619,우리동물병원,"경기도 오산시 경기대로 174, 다모아프라자 101,102호 (원동)",031-373-8486,404277.5739,206486.9441
620,미소 동물병원,"경기도 오산시 수청로 189, 웅신아트프라자 104,202호 (금암동)",031-374-2579,408331.9498,204004.3335
621,저스트벳 동물병원,"경기도 오산시 원동로 6, 파크스퀘어 105,106호 (원동)",031-378-1514,404474.5956,206118.2736
622,참동물병원,"경기도 오산시 오산로 91-10 (갈곶동, 광성빌딩 101호)",031-374-1275,403734.3796,206030.2738
623,튼튼동물병원,경기도 평택시 평남로 655 (비전동),651-8272,387879.8551,209478.988
624,이형윤동물병원,"경기도 평택시 중앙2로 79, 1층 (합정동)",031-652-8921,387727.9292,208463.8935
625,two현동물병원,"경기도 평택시 평남로 1050, 1층 103호 (동삭동)",031-657-4671,389814.7352,208354.0591
626,강남동물병원,경기도 평택시 팽성읍 안정쇼핑로 3,031-692-7114,384175.7793,203786.0384
627,오암동물병원,경기도 평택시 안중읍 안중로99번길 13-1,031-682-2470,387590.5082,193467.3984
628,심재훈동물병원,경기도 평택시 탄현로 310-1 (지산동),662-4805,397593.3018,204843.2409
629,수지동물의료원,"경기도 용인시 수지구 수지로 77, 101호 (상현동, 힐프라자)",,422940.9155,206474.205
630,순수동물병원,경기도 용인시 수지구 수지로296번길 30 (풍덕천동),031-262-8700,424557.8241,208115.9237
631,해담은동물병원,"경기도 용인시 수지구 성복1로 106, 107호 (성복동, 벽산프라자)",031-892-7775,423862.2715,205983.2143
632,즐거운동물병원,"경기도 용인시 수지구 성복2로 100, 113호 (성복동, 예반아이엔프라자)",031-272-7583,423723.246,206620.0129
633,성복동물병원,"경기도 용인시 수지구 성복2로76번길 26-3, B101호 (성복동, 드림타워)",263-3575,423695.354,207102.8211
634,삼성안내견학교 부속동물병원,경기도 용인시 처인구 포곡읍 에버랜드로376번길 1-27,031-320-8936,422276.7225,218290.8222
635,죽전예담동물병원,"경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트)",031-264-7502,425189.4549,210159.3502
636,하임동물병원,경기도 용인시 수지구 포은대로 450 (풍덕천동),031-898-4300,424478.1333,208812.7787
637,어울림동물병원,"경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)",031-548-2911,425242.6033,206069.7208
638,광교호수 동물병원,"경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)",312127515,421754.6407,206551.74
639,죽전 쿨펫동물병원,"경기도 용인시 수지구 포은대로 552, 3층 (죽전동, 이마트)",031-261-7512,424823.6777,209673.344
640,양동진동물병원(출장전문),경기도 양평군 용문면 용문로 331,,442434.5679,252215.4047
641,폴의골목 동물병원,경기도 양평군 서종면 북한강로 817,,456491.7238,230771.1054
642,경기동물병원(출장진료 전문),경기도 평택시 서정역로58번길 30 (서정동),031-666-6501,395373.0364,204789.2684
643,개포동물병원,"경기도 양평군 양서면 양수로 170, 1층",031-771-7278,449274.8864,228007.7443
644,양평가축병원,경기도 양평군 양평읍 양근로 214,031-772-3332,443018.3344,243430.0713
645,참 좋은 동물병원,경기도 양평군 양평읍 시민로 90,031-772-0075,443260.2446,244272.5557
646,용문조아동물병원,경기도 양평군 용문면 용문로 334,031-771-7585,442461.5504,252276.2742
647,용인동물병원,"경기도 용인시 처인구 명지로 17, 2층 202호 (역북동)",332-3070,414743.0845,216708.3241
648,포곡동물병원,경기도 용인시 처인구 포곡읍 전대로 27-2,334-3304,420014.3341,219558.2693
649,정동물병원,"경기도 평택시 안중읍 안중로 94, 105동 (평창빌딩)",031-681-2406,387434.5531,193434.9025
650,웰 동물병원,"경기도 용인시 수지구 광교중앙로 302, 1층 101호 (상현동, 광교지구 블루스퀘어)",031-213-7522,,
651,스카이동물병원,"경기도 용인시 수지구 신봉1로 68, 106,107호 (신봉동)",031-896-7590,424521.993,206866.1328
652,꿈에동물병원,"경기도 용인시 수지구 성복2로 114, 111호 (성복동, 플러스클리닉수지센터)",031-264-1997,423783.6703,206444.5742
653,용인센트럴동물병원,"경기도 용인시 처인구 백옥대로 1058, 남곡빌딩 (김량장동)",321-7510,414282.6003,218619.617
654,마리동물의료센터,경기도 용인시 처인구 백암면 백암로185번길 46,070-8807-8375,406995.6595,232955.1588
655,펫 동물병원,"경기도 용인시 처인구 중부대로 1136, 2층 203호 (삼가동)",031-334-4589,415368.0382,215148.3401
656,스마일동물병원,경기도 용인시 처인구 중부대로 1510 (마평동),,414583.6439,218756.1285
657,에버랜드 동물병원,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-8708,420903.9648,219138.4246
658,성심동물병원,경기도 연천군 전곡읍 전곡역로 47,835-0815,502320.1351,205916.8911
659,현대동물의료센터,"경기도 의정부시 충의로 49 (용현동, 용운빌딩)",031-852-3119,470408.4238,207635.8892
660,나은동물병원,경기도 의정부시 회룡로 178 (장암동),031-876-7511,469326.4206,204643.3129
661,펫인쥬동물메디컬센터,"경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)",031-851-0901,471287.9039,204544.135
662,나라동물병원,"경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)",031-852-7550,471452.5488,208661.5289
663,녹양돌봄동물병원,"경기도 의정부시 비우로 100, 1층 (녹양동)",,472857.4691,203269.3326
664,위즈펫동물병원,"경기도 의정부시 민락로 210, 4층 (민락동, 이마트)",031-852-7502,471192.1568,208951.5421
665,용문동물병원,경기도 양평군 용문면 용문로 353,031-773-3176,442625.3873,252390.9589
666,경기동물메디컬센터,"경기도 오산시 운천로 3 (원동, 101호, 201호)",031-375-8875,404582.1306,206510.1046
667,해피동물병원,"경기도 용인시 기흥구 마북로 141, 104호 (마북동)",287-7275,422356.1395,210757.5847
668,유일동물병원,경기도 양평군 양평읍 미리내길 96,772-2727,442233.9189,247232.4909
669,우람동물병원,경기도 양평군 양평읍 남북로 97,031-772-8275,443365.2858,244356.0316
670,현화동물병원,경기도 평택시 안중읍 안현로서6길 38,686-7582,387025.5775,193264.914
671,안창선동물병원,경기도 평택시 탄현로 276 (지산동),031-665-6252,397261.3932,204869.4139
672,평택축협동물병원,경기도 평택시 안중읍 서해로 1146-20,031-683-3003,388266.1421,194709.2729
673,한주동물병원,경기도 연천군 전곡읍 양연로 1597,,502126.7404,205753.0145
674,사랑동물병원,경기도 연천군 전곡읍 전곡로 140,832-7771,502441.8892,206002.2896
675,혜성동물병원,경기도 연천군 청산면 학담로 93-2,031-833-1722,499429.5776,206245.726
676,한마음동물병원,경기도 용인시 수지구 풍덕천로 113 (풍덕천동),265-7512,424511.3731,208281.7351
677,백암동물병원,경기도 용인시 처인구 백암면 근창로 45,031-336-1245,406877.5081,232802.0242
678,라뽀동물병원,경기도 평택시 송탄로 255 (서정동),031-668-7975,396097.0856,205124.3802
679,블리스 동물의료센터,"경기도 평택시 세교7길 50, JY빌딩 (세교동)",031-666-7582,389408.8785,207882.7621
680,비전동물병원,"경기도 평택시 비전3로 27, 104, 105호 (비전동)",316511175,389007.855,209267.8559
681,송담동물병원,경기도 평택시 안중읍 안현로서8길 35-4 (101호),031-686-7975,386401.4937,192932.5177
682,한동물병원 (출장진료 전문),경기도 평택시 오성면 숙성시장길 65 (명성빌라),031-692-2250,389660.1294,198585.8671
683,김기혁 동물병원 평택동점,경기도 평택시 평택로 84-1 (평택동),031-618-8275,388091.2543,207456.9066
684,세브란스동물병원,"경기도 용인시 수지구 풍덕천로 135, 103호 (풍덕천동, 요진타워)",263-7588,424648.6787,208481.8155
685,리치펫동물병원,"경기도 용인시 기흥구 동백중앙로 177 (중동, 동백씨엘뷰 오피스텔)",031-8005-9725,418715.9814,213568.6135
686,튼튼동물병원,"경기도 용인시 기흥구 죽현로 29, 102호 (보정동, 현대휴먼프라자)",031-265-7505,424170.2994,210023.4461
687,Wellness clinic 동물병원,경기도 용인시 기흥구 용구대로 2457 (보정동),031-283-1357,422612.4123,209271.8409
688,우사랑동물병원(출장전문진료병원),"경기도 용인시 기흥구 사은로 274-2, 3층 (지곡동)",,416895.3802,211903.9561
689,(주)에니멀클리닉컨설팅(출장진료전문병원),경기도 용인시 기흥구 신갈로 85 (신갈동),031-233-2836,419153.7692,209286.0713
690,나라동물병원,경기도 용인시 처인구 포곡읍 포곡로 90,338-7975,418409.3872,219077.9081
691,로얄벳 동물병원,"경기도 용인시 수지구 수지로 203 (신봉동,이마트수지점 3층)",031-263-7585,424204.5818,207318.5729
692,펫스토리 동물병원,"경기도 용인시 수지구 신봉2로 19, 102호 (신봉동,신엘지프라자)",031-276-0282,424729.37,206763.1685
693,강남동물의료센터,"경기도 용인시 수지구 동천로 79, 3층 (동천동)",031-897-7582,426353.5624,208332.2714
694,참누리동물병원,경기도 용인시 수지구 만현로 110 (상현동),031-264-7525,422761.1436,207423.6343
695,AP동물병원,경기도 용인시 수지구 수지로 421 (동천동),031-263-0085,425808.7087,208565.19
696,24시 서울YES동물병원,"경기도 용인시 수지구 현암로 81 (죽전동,벤포스타 101~103호)",,425533.0865,210419.6889
697,애니펫동물병원,"경기도 용인시 수지구 만현로 95, B102호 (상현동, 수지3차쌍용스윗닷홈상가)",031-266-8898,422815.2508,207660.8447
698,영동동물병원,"경기도 용인시 수지구 현암로 136, 101호 (죽전동, 세종프라자)",031-896-3881,425506.2494,210956.3443
699,동일동물병원,"경기도 용인시 수지구 손곡로 107 (동천동, 대영프라자 102호,201호)",031-265-1175,425988.8447,207967.4328
700,구성동물병원,"경기도 용인시 기흥구 연원로 1, 101호 (마북동, 연원마을LG아파트상가)",031-275-7579,422183.3626,209489.76
701,제일종합동물병원,"경기도 용인시 기흥구 강남동로 15, 103호 (구갈동)",031-274-3575,418818.4335,211385.2056
702,에어벳동물병원,"경기도 용인시 기흥구 새천년로16번길 3-2, 월드프라자 101,202호 (신갈동)",031-281-0811,420761.3571,209792.9315
703,보정동물병원,"경기도 용인시 기흥구 보정로 32 (보정동, 지젤스포츠클럽)",031-898-3708,423563.2145,209787.253
704,24시 사람앤동물메디컬센터,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 201~208호 (성복동)",031-262-0306,423412.9844,207019.0839
705,정 동물병원,"경기도 용인시 수지구 만현로 120, SR프라자 112호 (상현동)",031-898-2298,422689.6407,207438.0586
706,에이스 동물병원,"경기도 용인시 수지구 동천로 60, 1층 (동천동)",031-266-2900,426483.2804,208483.5019
707,김대일동물병원,"경기도 평택시 서정역로36번길 98, 1층 (이충동)",031-665-7585,395073.3252,205377.0441
708,펫필드동물병원,경기도 평택시 평택5로114번길 54 (비전동),031-656-8575,388148.0217,209931.2902
709,청북동물병원 (출장진료 전문),경기도 평택시 청북면 청북중앙로 6,,393205.1,193966.8822
710,코리아동물병원,경기도 평택시 중앙로 141 (비전동),656-0524,387910.1019,208717.1527
711,경기도 야생동물 구조관리센터,경기도 평택시 진위면 동천길 132-93,3180086212,403351.2826,210454.5293
712,쿨펫동물병원,"경기도 평택시 평택5로 30, 3층 (합정동, 롯데마트)",031-651-5975,387425.0983,209876.4201
713,굿모닝동물병원(출장전문 진료),경기도 평택시 현덕면 인광2길 58,070-8883-1333,384679.9523,193960.9866
714,맑은숲동물병원,경기도 평택시 추담로 102 (이충동),662-8222,395552.9416,206266.1524
715,안중동물병원,"경기도 평택시 안중읍 안현로서9길 5, 2층",031-683-8764,386132.4743,193120.7648
716,타잔동물병원,"경기도 평택시 비전2로 192 (비전동, 메가타워)",031-651-8879,388783.4883,209885.2011
717,봄날동물의료센터,경기도 평택시 만세로 1842 (비전동),031-8054-7582,389247.0562,209121.1231
718,국립축산과학원 축산자원개발부 동물병원,경기도 평택시 팽성읍 노와2길 48-16,041-580-3409,382933.7672,208510.004
719,마음가득동물병원,"경기도 평택시 송탄로 147, 태광 1층 (이충동)",031-667-8275,395024.4165,205175.2917
720,애견종합병원,경기도 용인시 처인구 금령로 26 (김량장동),335-8275,414768.4371,217583.4466
721,주주동물병원,"경기도 용인시 기흥구 구갈로 94 (구갈동, 주주동물병원)",031-284-8875,420086.405,209820.66
722,용인축협동물병원,"경기도 용인시 처인구 고림로 140, 1, 3층 (고림동)",031-339-7498,415796.2746,219414.9201
723,행복동물병원,"경기도 용인시 처인구 모현읍 백옥대로 2362, 왕산태권도학원",031-334-7580,425845.5308,222018.2946
724,양지종합동물병원,경기도 용인시 처인구 양지면 중부대로 2219,031-338-7588,414664.6484,225368.109
725,닥터페티앙동물병원,경기도 용인시 처인구 명지로 185 (남동),313357578,413866.4201,217312.9726
726,강 동물병원,경기도 용인시 처인구 백암면 백암로185번길 46,,406995.6595,232955.1588
727,김재원 동물병원,경기도 용인시 처인구 원삼면 죽양대로 1982,031-322-8875,412471.1591,228548.0368
728,Dr.J동물병원,"경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동, 이씨티)",031-215-7975,419313.9552,206306.3019
729,흥덕종합동물병원,"경기도 용인시 기흥구 흥덕중앙로 59 (영덕동, 용인흥덕노블레스흥덕노블레스)",031-217-7119,419395.7526,206466.7165
730,파우동물병원,"경기도 용인시 수지구 현암로125번길 6, 105호 (죽전동, 그린프라자)",898-0330,425585.0488,210878.9001
731,정다운종합동물병원,"경기도 용인시 수지구 수지로112번길 11, 1층 104호 (성복동)",031-272-1199,423400.6953,207061.205
732,로얄펫동물병원,경기도 의정부시 신흥로 171 (의정부동),879-4478(9),469879.2707,203749.2789
733,민락동물병원,경기도 의정부시 용현로 130 (민락동),031-852-7542,470951.3259,207899.075
734,의정부종합동물병원,경기도 의정부시 시민로 154 (의정부동),031-846-9600,470532.289,204528.6611
735,호원종합동물병원,경기도 의정부시  평화로  374 (호원동),031-826-8875,469206.2107,204212.1132
736,녹양동물병원,경기도 의정부시 녹양로 66 (녹양동),855-0275,472704.7735,202869.4336
737,하나동물병원,경기도 의정부시 부용로 187 (신곡동),031-853-7550,472111.495,206799.975
738,프렌즈동물병원,경기도 의정부시 호국로 1300 (의정부동),031-845-2500,471214.2554,204215.4041
